SpatialDimValueCode,Location,country,Obesity_Rate,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LBR,Liberia,Liberia,9.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.48,NA,NA,18.37,NA,29.46,23.48 [18.37 – 29.46],NA,NA,EN,2018-09-13T07:00:00Z
NER,Niger,Niger,5.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.72,NA,NA,17.62,NA,31.12,23.72 [17.62 – 31.12],NA,NA,EN,2018-09-13T07:00:00Z
ARM,Armenia,Armenia,20.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.73,NA,NA,17.6,NA,31.17,23.73 [17.6 – 31.17],NA,NA,EN,2018-09-13T07:00:00Z
ECU,Ecuador,Ecuador,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.74,NA,NA,17.42,NA,30.06,23.74 [17.42 – 30.06],NA,NA,EN,2018-09-13T07:00:00Z
IND,India,India,3.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.77,NA,NA,15.14,NA,35.23,23.77 [15.14 – 35.23],NA,NA,EN,2018-09-13T07:00:00Z
URY,Uruguay,Uruguay,27.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.77,NA,NA,18.07,NA,30.55,23.77 [18.07 – 30.55],NA,NA,EN,2018-09-13T07:00:00Z
UZB,Uzbekistan,Uzbekistan,16.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.85,NA,NA,16.48,NA,33.19,23.85 [16.48 – 33.19],NA,NA,EN,2018-09-13T07:00:00Z
MDV,Maldives,Maldives,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.87,NA,NA,16.99,NA,32.43,23.87 [16.99 – 32.43],NA,NA,EN,2018-09-13T07:00:00Z
GMB,Gambia,Gambia,10.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,18.28,NA,30.83,24 [18.28 – 30.83],NA,NA,EN,2018-09-13T07:00:00Z
GAB,Gabon,Gabon,15,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.32,NA,NA,17.72,NA,32.31,24.32 [17.72 – 32.31],NA,NA,EN,2018-09-13T07:00:00Z
CHL,Chile,Chile,28,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.35,NA,NA,18.16,NA,30.54,24.35 [18.16 – 30.54],NA,NA,EN,2018-09-13T07:00:00Z
CPV,Cabo Verde,Cape Verde,11.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,18.84,NA,31.2,24.5 [18.84 – 31.2],NA,NA,EN,2018-09-13T07:00:00Z
LTU,Lithuania,Lithuania,26.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.61,NA,NA,19.19,NA,30.96,24.61 [19.19 – 30.96],NA,NA,EN,2018-09-13T07:00:00Z
NGA,Nigeria,Nigeria,8.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.69,NA,NA,19.48,NA,30.76,24.69 [19.48 – 30.76],NA,NA,EN,2018-09-13T07:00:00Z
TLS,Timor-Leste,Timor-Leste,3.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.73,NA,NA,17.13,NA,34.29,24.73 [17.13 – 34.29],NA,NA,EN,2018-09-13T07:00:00Z
MEX,Mexico,Mexico,28.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.75,NA,NA,19.71,NA,30.57,24.75 [19.71 – 30.57],NA,NA,EN,2018-09-13T07:00:00Z
KAZ,Kazakhstan,Kazakhstan,21,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.76,NA,NA,18.09,NA,32.88,24.76 [18.09 – 32.88],NA,NA,EN,2018-09-13T07:00:00Z
DMA,Dominica,Dominica,27.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,18.94,NA,31.64,24.8 [18.94 – 31.64],NA,NA,EN,2018-09-13T07:00:00Z
ZWE,Zimbabwe,Zimbabwe,15.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.93,NA,NA,18.88,NA,32.13,24.93 [18.88 – 32.13],NA,NA,EN,2018-09-13T07:00:00Z
DZA,Algeria,Algeria,27.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.04,NA,NA,18.49,NA,32.97,25.04 [18.49 – 32.97],NA,NA,EN,2018-09-13T07:00:00Z
VNM,Viet Nam,Vietnam,2.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.05,NA,NA,18.66,NA,32.67,25.05 [18.66 – 32.67],NA,NA,EN,2018-09-13T07:00:00Z
COD,Democratic Republic of the Congo,DR Congo,6.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.06,NA,NA,19.64,NA,31.38,25.06 [19.64 – 31.38],NA,NA,EN,2018-09-13T07:00:00Z
ESP,Spain,Spain,23.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08,NA,NA,19.95,NA,30.99,25.08 [19.95 – 30.99],NA,NA,EN,2018-09-13T07:00:00Z
TCD,Chad,Chad,6.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.13,NA,NA,17.93,NA,32.32,25.13 [17.93 – 32.32],NA,NA,EN,2018-09-13T07:00:00Z
BWA,Botswana,Botswana,18.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22,NA,NA,19.56,NA,31.86,25.22 [19.56 – 31.86],NA,NA,EN,2018-09-13T07:00:00Z
SWE,Sweden,Sweden,20.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22,NA,NA,20,NA,31.24,25.22 [20 – 31.24],NA,NA,EN,2018-09-13T07:00:00Z
THA,Thailand,Thailand,10,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.37,NA,NA,18.8,NA,33.24,25.37 [18.8 – 33.24],NA,NA,EN,2018-09-13T07:00:00Z
MAR,Morocco,Morocco,26.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.39,NA,NA,18.01,NA,34.47,25.39 [18.01 – 34.47],NA,NA,EN,2018-09-13T07:00:00Z
TUN,Tunisia,Tunisia,26.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.43,NA,NA,19.38,NA,32.58,25.43 [19.38 – 32.58],NA,NA,EN,2018-09-13T07:00:00Z
TON,Tonga,Tonga,48.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.79,NA,NA,18.55,NA,34.65,25.79 [18.55 – 34.65],NA,NA,EN,2018-09-13T07:00:00Z
ZAF,South Africa,South Africa,28.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.85,NA,NA,19.82,NA,32.96,25.85 [19.82 – 32.96],NA,NA,EN,2018-09-13T07:00:00Z
CHE,Switzerland,Switzerland,19.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.99,NA,NA,20.11,NA,32.85,25.99 [20.11 – 32.85],NA,NA,EN,2018-09-13T07:00:00Z
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,17.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,18.97,NA,34.47,26 [18.97 – 34.47],NA,NA,EN,2018-09-13T07:00:00Z
BGD,Bangladesh,Bangladesh,3.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.09,NA,NA,14.98,NA,37.19,26.09 [14.98 – 37.19],NA,NA,EN,2018-09-13T07:00:00Z
SEN,Senegal,Senegal,8.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.14,NA,NA,20.5,NA,31.78,26.14 [20.5 – 31.78],NA,NA,EN,2018-09-13T07:00:00Z
COG,Congo,Republic of the Congo,9.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25,NA,NA,20.13,NA,33.44,26.25 [20.13 – 33.44],NA,NA,EN,2018-09-13T07:00:00Z
LCA,Saint Lucia,Saint Lucia,19.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35,NA,NA,18.97,NA,35.33,26.35 [18.97 – 35.33],NA,NA,EN,2018-09-13T07:00:00Z
BRN,Brunei Darussalam,Brunei,14.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.48,NA,NA,17.84,NA,37.29,26.48 [17.84 – 37.29],NA,NA,EN,2018-09-13T07:00:00Z
NAM,Namibia,Namibia,17.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.51,NA,NA,20.9,NA,33,26.51 [20.9 – 33],NA,NA,EN,2018-09-13T07:00:00Z
ECU,Ecuador,Ecuador,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.54,NA,NA,19.21,NA,33.87,26.54 [19.21 – 33.87],NA,NA,EN,2018-09-13T07:00:00Z
SWZ,Eswatini,Eswatini,16.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.54,NA,NA,21.94,NA,31.15,26.54 [21.94 – 31.15],NA,NA,EN,2018-09-13T07:00:00Z
MUS,Mauritius,Mauritius,10.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57,NA,NA,20.31,NA,33.92,26.57 [20.31 – 33.92],NA,NA,EN,2018-09-13T07:00:00Z
FRA,France,France,21.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57,NA,NA,21.38,NA,32.49,26.57 [21.38 – 32.49],NA,NA,EN,2018-09-13T07:00:00Z
CAN,Canada,Canada,29.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.61,NA,NA,20.42,NA,33.85,26.61 [20.42 – 33.85],NA,NA,EN,2018-09-13T07:00:00Z
LVA,Latvia,Latvia,23.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.76,NA,NA,20.77,NA,33.73,26.76 [20.77 – 33.73],NA,NA,EN,2018-09-13T07:00:00Z
KAZ,Kazakhstan,Kazakhstan,21,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.86,NA,NA,19.3,NA,36.03,26.86 [19.3 – 36.03],NA,NA,EN,2018-09-13T07:00:00Z
CHL,Chile,Chile,28,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.86,NA,NA,19.84,NA,33.88,26.86 [19.84 – 33.88],NA,NA,EN,2018-09-13T07:00:00Z
CMR,Cameroon,Cameroon,11.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.94,NA,NA,21.3,NA,33.39,26.94 [21.3 – 33.39],NA,NA,EN,2018-09-13T07:00:00Z
SWE,Sweden,Sweden,20.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.01,NA,NA,21.25,NA,33.65,27.01 [21.25 – 33.65],NA,NA,EN,2018-09-13T07:00:00Z
LBR,Liberia,Liberia,9.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.04,NA,NA,21.17,NA,33.82,27.04 [21.17 – 33.82],NA,NA,EN,2018-09-13T07:00:00Z
TTO,Trinidad and Tobago,Trinidad and Tobago,18.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.13,NA,NA,18.79,NA,37.43,27.13 [18.79 – 37.43],NA,NA,EN,2018-09-13T07:00:00Z
CIV,Côte d’Ivoire,Ivory Coast,10.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.19,NA,NA,21.96,NA,32.43,27.19 [21.96 – 32.43],NA,NA,EN,2018-09-13T07:00:00Z
NGA,Nigeria,Nigeria,8.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,21.59,NA,33.62,27.2 [21.59 – 33.62],NA,NA,EN,2018-09-13T07:00:00Z
NLD,Netherlands,Netherlands,20.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.42,NA,NA,22.14,NA,33.41,27.42 [22.14 – 33.41],NA,NA,EN,2018-09-13T07:00:00Z
OMN,Oman,Oman,27,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.46,NA,NA,20.59,NA,35.58,27.46 [20.59 – 35.58],NA,NA,EN,2018-09-13T07:00:00Z
URY,Uruguay,Uruguay,27.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.67,NA,NA,21.04,NA,35.44,27.67 [21.04 – 35.44],NA,NA,EN,2018-09-13T07:00:00Z
HRV,Croatia,Croatia,24.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.67,NA,NA,21.55,NA,34.74,27.67 [21.55 – 34.74],NA,NA,EN,2018-09-13T07:00:00Z
LUX,Luxembourg,Luxembourg,22.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.68,NA,NA,22.37,NA,33.7,27.68 [22.37 – 33.7],NA,NA,EN,2018-09-13T07:00:00Z
DNK,Denmark,Denmark,19.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.82,NA,NA,22.47,NA,33.87,27.82 [22.47 – 33.87],NA,NA,EN,2018-09-13T07:00:00Z
AUS,Australia,Australia,29,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,21.88,NA,35.04,28 [21.88 – 35.04],NA,NA,EN,2018-09-13T07:00:00Z
THA,Thailand,Thailand,10,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.01,NA,NA,20.59,NA,36.83,28.01 [20.59 – 36.83],NA,NA,EN,2018-09-13T07:00:00Z
TJK,Tajikistan,Tajikistan,14.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.03,NA,NA,20.18,NA,37.35,28.03 [20.18 – 37.35],NA,NA,EN,2018-09-13T07:00:00Z
GRD,Grenada,Grenada,21.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,20.96,NA,36.47,28.1 [20.96 – 36.47],NA,NA,EN,2018-09-13T07:00:00Z
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,22.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.16,NA,NA,21.05,NA,36.52,28.16 [21.05 – 36.52],NA,NA,EN,2018-09-13T07:00:00Z
VEN,Venezuela (Bolivarian Republic of),Venezuela,25.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.21,NA,NA,21.43,NA,36.14,28.21 [21.43 – 36.14],NA,NA,EN,2018-09-13T07:00:00Z
PHL,Philippines,Philippines,6.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28,NA,NA,21.75,NA,35.86,28.28 [21.75 – 35.86],NA,NA,EN,2018-09-13T07:00:00Z
JAM,Jamaica,Jamaica,24.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.31,NA,NA,21.8,NA,35.86,28.31 [21.8 – 35.86],NA,NA,EN,2018-09-13T07:00:00Z
MEX,Mexico,Mexico,28.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.39,NA,NA,22.53,NA,35.05,28.39 [22.53 – 35.05],NA,NA,EN,2018-09-13T07:00:00Z
CHE,Switzerland,Switzerland,19.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.45,NA,NA,22.07,NA,35.8,28.45 [22.07 – 35.8],NA,NA,EN,2018-09-13T07:00:00Z
BTN,Bhutan,Bhutan,6.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.54,NA,NA,22.22,NA,34.87,28.54 [22.22 – 34.87],NA,NA,EN,2018-09-13T07:00:00Z
AUT,Austria,Austria,20.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.56,NA,NA,23.09,NA,34.72,28.56 [23.09 – 34.72],NA,NA,EN,2018-09-13T07:00:00Z
MDV,Maldives,Maldives,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.68,NA,NA,20.65,NA,38.27,28.68 [20.65 – 38.27],NA,NA,EN,2018-09-13T07:00:00Z
KAZ,Kazakhstan,Kazakhstan,21,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.72,NA,NA,20.37,NA,38.81,28.72 [20.37 – 38.81],NA,NA,EN,2018-09-13T07:00:00Z
